sentiment,review_text,sentiment_predicted,sentiment_predicted_2nd_prompt
positive,"Gostei do produto, da entrega da loja e ainda estou me familiarizando com o mesmo. Até o momento satisfez 90%. Poderia vir com pacote Microsoft Office. No mais só aguardar o uso e o tempo.
",positive,positive
positive,"Muito bom pra ajuda ele na escola.Pra estuda.Amou o presente.
",positive,positive
positive,"excelente, rápido acesso a cor o teclado enfim eu recomendo
",positive,positive
positive,"muito top comprem por que vai valer a pena nao vao se arrepender de comprar obrigado
",positive,positive
positive,"Notebook rápido, leve, design moderno e cumpre o que promete. Bateria de boa durabilidade, mais de 2 horas. Ideal para quem estuda e faz tarefas rotineiras.
",positive,positive
positive,"Extremamente leve e fino. Ótimo para minha utilização.
",positive,positive
positive,"notebook bom, a unica coisa que é ruim nele é ter o windows 10 instalado.
",negative,negative
negative,"Não gastem seu dinheiro com essa porcaria  Só trava! Não tenho 3 meses de uso e já apresentou defeitos no teclado diversas vezes
",negative,negative
positive,"Excelente produto, desempenho sensacional, atende super bem minhas necessidades.
",positive,positive
positive,"Muito rápido e de ótimo desempenho. O preço também é bem mais em conta que nas outras lojas. A entrega chegou antes do prazo.
",positive,positive
positive,"Laptop muito bonito, leve e rápido. Consigo rodar alguns jogos como Skyrim, lol e Paladins sem problemas, seu processador i5 da conta do recado A bateria poderia ser melhor.
",positive,positive
positive,"Otimo produto parceiro confiavel Recomendo Comprarei mais vezes
",positive,positive
positive,"O produto chegou rápido,vou utilizar pra trabalhos acadêmicos,de início gostei.
",positive,positive
positive,"O produto é muito bom. A entrega foi muito rápida eu o recomendo.
",positive,positive
positive,"Ótimo notebook ! Recomendo a todos, tanto pra trabalho como pra casa.
",positive,positive
positive,"Ótimo, leve para transportar na muchila , rápido para acessar, a loja entregou antes do prazo prometido.
",positive,positive
negative,"Não  gostei do equipamento,  muito lento para as configurações  que pssui,  problemas  no armazenamento  dos arquivos. Não  gostei  e não  recomendo  este produto,  espero que o problema do equipamento seja solucionado!
",negative,negative
positive,"Ótimo laptop. Leve. Rápido. Teclado bem confortável. Recomendo
",positive,positive
positive,"Muito bom, ótima qualidade, bem rápido, cumpre o que promete!
",positive,positive
negative,"O produto não atendeu às minhas espectativas. A bateria não dura muito tempo, o que é ruim tendo em vista que ele é novo, além da tela ranger toda vez que eu abro o notebook. As vezes trava, o que é inaceitável para uma máquina nova.
",negative,negative
negative,"Pouco espaço de memória e não vem com o espaço na nuvem.  Parceiro de venda da <empresa> me atendeu excelentemente bem, porém, a <empresa> não deu nenhum parecer ainda acerca do estorno financeiro.
",negative,negative
positive,"notebook muito bom..... preço compatível com o resultado.
",positive,positive
positive,"Excelente, muito bom para estudo e trabalho, até o momento não posso reclamar. Ótimo custo/benefício.
",positive,positive
positive,"Gostei do produto. Chegou dentro do prazo. Acho que não devo escrever mais do que é necessário para avaliar minha satisfação ou o contrário.
",positive,positive
negative,"Infelizmente comprei e ñ recebi o produto e por esse motivo estou sendo muito prejudicada comprei em carater de urgência e ja faz im mês e ñ recebi meu produto .e quero ima solução urgente pois preciso estou perdendo trabalho
",negative,negative
positive,"Meu uso é o pacote de escritório (editor de texto, planilha e apresentação), IDE, navegação pela Web, e filmes. Estou plenamente satisfeito.
",positive,positive
positive,"""Notebook Essentials E25s Intel Celeron Dual Core 4GB 500GB Tela LED HD 14"""" Windows 10 Preto - Samsung, tudo de bom.  A entrega foi no prazo dado o produto em otimo estado parabens     RECOMENDO""
",positive,positive
positive,"Recomendo para utilização do dia a dia, rapido e fino.
",positive,positive
negative,"Primeiramente ele demora muito para ligar, além disso, ele demora para abrir programas como word, e Excel, um primo meu tem um ACER  com core 2 duo e 2 de ran e abre as coisas muito mais rápido. estou decepcionado, tenho que deixar ele em stanby para não ficar tendo que lembrar que ele demora para ligar. sem falar que se fosse para usar ele com todos os app que veio, teria que acostumar com o disco rodando a 100% (gerenciador de tarefas).
",negative,negative
positive,"O produto é bonito ..e tem uma boa configuração...
",positive,positive
positive,"Produto muito bom e versátil, ideal para uso no dia a dia.
",positive,positive
positive,"Produto de ótima qualidade para o preço. Destaco a qualidade da tela, que por sinal é ótima.
",positive,positive
positive,"Ótimo produto, possui várias funções que auxiliam no dia a dia. Perfeito para levar na faculdade, muito leve para carregar e nao faz barulho.
",positive,positive
positive,"Muito bom gostei do produto excelente indico podem compra
",positive,positive
negative,"Não recomendo, o sistema é muito lento, leva mil anos pra abrir qualquer coisas
",negative,negative
negative,"Deu 15 dias de uso sem usufruir muito do aparelho deu problema, nao carrega mas o Windows, fica na tela de suport assist nao da pra formatar e a loja nao que devolver um novo,vou procurar meus direitos no procon, ja fui instruido por um profissional.
",negative,negative
positive,"Produto excelente, Funcionando perfeitamente acabamento perfeito, imagem boa, com muito detalhes no acabamento, Porem a entrega deu um atraso, o prazo era ate o dia 15 quinta feira, pagando uma quantia a mais.. mas chegou dia 19. mas tive todo o contato com a loja <empresa> e a direct bom suporte. fora isso excelente produto
",positive,positive
positive,"Gostei. Chegou tudo em ordem Entrega no prazo. Preço  acessível.
",positive,positive
positive,"Design perfeito, entrega bem antes do prazo, ótimo custo benefício, parabéns a loja e a fabricante!
",positive,positive
positive,"O notebook acer é um ótimo aparelho e gostei muito, porém algumas de suas configurações estão em inglês, o que me atrapalha um pouco. Do contrário adorei e super recomendo. Obrigada!
",positive,positive
positive,"Ainda estou experimentando, mas até o momento está me atendendo muito bem.
",positive,positive
positive,"Gostei bastante do produto, foi o que eu esperava, uma pronta entrega excelente, estão de parabéns
",positive,positive
positive,"O produto veio super dentro do prazo. Muito bem embalado. O notebook é muito bom, bastante direcionado para tarefas do dia a dia. Ele é bem leve e fino, e com teclado numérico que faz toda a diferença. Já é o meu segundo Dell e a parceria continua.
",positive,positive
positive,"Foi entregue o prometido, excelente produto, computador com ótimos recursos.
",positive,positive
negative,"""Não vale a pena a economia, em 04 dias de uso eu precisei mandar o pc de volta, eu comprei apenas para escrever minha dissertação e usar a web. Demora mais de um minuto para iniciar; desliga sozinho e por vezes quando eu desliguei, depois de fechar a tela ele entrava no modo """"suspender"""" e acaba a bateria.""
",negative,negative
positive,"o note é excelente mas o Windows 10 não funcionou direito e tive que desinstalar ele e instalar o W8
",negative,negative
negative,"Pessoal,É RIDÍCULO UMA MÁQUINA COMO ESSA, ESTÁ SENDO VENDIDA NO MERCADO. É querer enganar o consumidor, pois, além do desempenho ABAIXO DO FRACO e apresentará muita LENTIDÃO COM O WINDOWS 10, NÃO EXISTE SISTEMA DE REFRIGERAÇÃO! (Algo essencial para uma máquina funcionar com segurança). Se você pretende instalar o Windows XP(NÃO recomendo migrar para um Sistema Operacional antigo e desatualizado), pode comprar, mas não esqueça que ele IRÁ ESQUENTAR MUITO.  RESUMINDO(a linguagem popular): NÃO COMPREM, pois o notebook não tem o mínimo para abrir o Windows 10 e NÃO TEM SISTEMA DE REFRIGERAÇÃO e que ele vai ESQUENTAR TANTO que o seu DINHEIRO será TORRADO junto com o calor desse notebook.
",negative,negative
positive,"Excelente, ótimo custo-benefício. Atendeu às expectativas.
",positive,positive
negative,"Produto de péssima qualidade, tenho tablet que funciona melhor do que esse notebook. Não recomendo. Pague um pouco mais mas tenha um produto que não vai dar dor de cabeça.
",negative,negative
positive,"muito bom o produto, perfeito funcionamento, garantindo bom desempenho e performance do mesmo, recomendo
",positive,positive
positive,"Tenho um desse é muito bom eu reconfortante produto de primeira garantia na certa sem palavras bom mesmo
",positive,positive
positive,"Ótimo produto! Super recomendo. Atende a tudo que está na descrição do produto.
",positive,positive
negative,"Não recomendo o produto, pois apesar da boa configuração, ele não é tão rápido e deu tela azul na segunda semana, dizendo que algum componente não estava funcionando ou estava mal instalado. Ao entrar em contato com a <empresa>, a reclamação foi repassada para a Acer, que praticamente lavou as mãos.
",negative,negative
positive,"Minha opinião, detalhada, será encaminhada à Le novo. O produto é bom
",positive,positive
positive,"Este é um problema pra quem quer um notebook para se movimentar, trabalhar e precisa carregá-lo junto, pois é leve e bem fino. Suas configurações são modestas, mas suficientes para quem vai usá-los apenas para tarefas diárias de trabalho (Internet, Pacote Office), assim como entretenimento (assistir vídeos e séries), ainda quebra um galho rodando bem jogos mais simples, que não exijam gráfico muito pesado.
",positive,positive
positive,"Produto com ótimo custo/benefício e de ótima qualidade. Atende as expectativas.
",positive,positive
positive,"O notebook é muito bom e com um design muito atrativo. Porém ele esquenta um pouco, mas a média de temperatura é entre 40°C e 70° dependendo do jogo e gráficos. Eu recomendo o mesmo.
",positive,positive
